מספר חדר,ID,קטגוריה,סוג,משפחה,קומה
P1010,1532996,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P1
P1010,2248824,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,P1
P1010,2248826,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,P1
P1010,2609943,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1010,2611718,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1010,2611747,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1010,2611791,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1010,1715264,Mechanical Equipment,AW 1200,AW 1200,P1
P1010,1715265,Mechanical Equipment,AW 1200,AW 1200,P1
P1154,1484772,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1154,1485906,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1154,1486057,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1154,1525075,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P1
P1154,1534184,Lighting Fixtures,Exit,EXIT Base_Ceiling_Wall_R18,P1
P1154,1906178,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1154,2248639,Electrical Fixtures,Normal x2,Frame_Socket,P1
P1118,2250915,Electrical Fixtures,W,M_Junction Boxes - W,P1
P1118,2250944,Electrical Fixtures,W,M_Junction Boxes - W,P1
P1092,1566509,Electrical Equipment,80x50cm,M_Transformer Switchboard,P1
P1092,2248658,Electrical Fixtures,W,M_Junction Boxes - W,P1
P1092,4321619,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,P1
P1116,920249,Electrical Equipment,945x80cm,M_Transformer Switchboard,P1
P1116,920463,Electrical Equipment,670x80cm,M_Transformer Switchboard,P1
P1116,920535,Electrical Equipment,902x80cm,M_Transformer Switchboard,P1
P1116,920699,Electrical Equipment,645x80cm,M_Transformer Switchboard,P1
P1116,920700,Electrical Equipment,680x80cm,M_Transformer Switchboard,P1
P1116,920701,Electrical Equipment,322x80cm,M_Transformer Switchboard,P1
P1116,920823,Electrical Equipment,1000x80cm,M_Transformer Switchboard,P1
P1116,920999,Electrical Equipment,500x100cm,M_Transformer Switchboard,P1
P1116,921000,Electrical Equipment,620x100cm,M_Transformer Switchboard,P1
P1116,933516,Electrical Equipment,500 kVA,M_Uninterruptible Power Supply,P1
P1116,934254,Electrical Equipment,500 kVA,M_Uninterruptible Power Supply,P1
P1116,952717,Electrical Equipment,120x80cm,M_Transformer Switchboard,P1
P1116,952844,Electrical Equipment,120x80cm,M_Transformer Switchboard,P1
P1116,952853,Electrical Equipment,120x80cm,M_Transformer Switchboard,P1
P1116,952862,Electrical Equipment,120x80cm,M_Transformer Switchboard,P1
P1116,952876,Electrical Equipment,120x80cm,M_Transformer Switchboard,P1
P1116,952883,Electrical Equipment,120x80cm,M_Transformer Switchboard,P1
P1116,952924,Electrical Equipment,500x100cm,M_Transformer Switchboard,P1
P1116,953447,Electrical Equipment,490x100cm,M_Transformer Switchboard,P1
P1116,984846,Electrical Equipment,UPS Panel,M_Uninterruptible Power Supply,P1
P1116,1009740,Electrical Equipment,100x80cm,M_Transformer Switchboard,P1
P1116,1009794,Electrical Equipment,100x80cm,M_Transformer Switchboard,P1
P1116,1010084,Electrical Equipment,100x80cm,M_Transformer Switchboard,P1
P1116,1010350,Electrical Equipment,100x80cm,M_Transformer Switchboard,P1
P1116,1408810,Electrical Equipment,120x80cm,M_Transformer Switchboard,P1
P1116,1483221,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1483400,Lighting Fixtures,42W 4000K 24h,סי לד 6600,P1
P1116,1483435,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1483445,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1483453,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1483534,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1483745,Lighting Fixtures,42W 4000K 24h,סי לד 6600,P1
P1116,1483754,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1483766,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1483774,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1483782,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1483795,Lighting Fixtures,42W 4000K 24h,סי לד 6600,P1
P1116,1483805,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1483813,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1483825,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1483835,Lighting Fixtures,42W 4000K 24h,סי לד 6600,P1
P1116,1483847,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1483859,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1483870,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1483880,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1483890,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1483932,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1483975,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1483978,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1483981,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1483984,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1483987,Lighting Fixtures,42W 4000K 24h,סי לד 6600,P1
P1116,1483990,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1484012,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1484014,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1484015,Lighting Fixtures,42W 4000K 24h,סי לד 6600,P1
P1116,1484016,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1484017,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1484020,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1484022,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1484024,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1484026,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1484028,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1484030,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1484032,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1484042,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1484043,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1484044,Lighting Fixtures,42W 4000K 24h,סי לד 6600,P1
P1116,1484045,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1484046,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1484048,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1484050,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1484052,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1484054,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1484056,Lighting Fixtures,42W 4000K 24h,סי לד 6600,P1
P1116,1484058,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1484060,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,1524688,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P1
P1116,1524745,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P1
P1116,1525252,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P1
P1116,1525335,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P1
P1116,1525705,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P1
P1116,1525768,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P1
P1116,1525769,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P1
P1116,1525772,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P1
P1116,1525784,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P1
P1116,1525785,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P1
P1116,1525786,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P1
P1116,1525804,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P1
P1116,1525805,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P1
P1116,1525806,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P1
P1116,1525842,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P1
P1116,1525907,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P1
P1116,1525931,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P1
P1116,1525933,Lighting Fixtures,Emergency Lamp,M_Ceiling Light - Linear Box1,P1
P1116,1534413,Lighting Fixtures,Exit,EXIT Base_Ceiling_Wall_R18,P1
P1116,1571151,Electrical Equipment,100x80cm,M_Transformer Switchboard,P1
P1116,1571152,Electrical Equipment,120x80cm,M_Transformer Switchboard,P1
P1116,2248610,Electrical Fixtures,W,M_Junction Boxes - W,P1
P1116,2248612,Electrical Fixtures,W,M_Junction Boxes - W,P1
P1116,2248614,Electrical Fixtures,W,M_Junction Boxes - W,P1
P1116,2248616,Electrical Fixtures,W,M_Junction Boxes - W,P1
P1116,2248618,Electrical Fixtures,W,M_Junction Boxes - W,P1
P1116,2248620,Electrical Fixtures,W,M_Junction Boxes - W,P1
P1116,2248622,Electrical Fixtures,W,M_Junction Boxes - W,P1
P1116,2248839,Electrical Fixtures,קופסת תקשורת,SOCKETS1,P1
P1116,2248842,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,P1
P1116,2248844,Electrical Fixtures,קופסת תקשורת,SOCKETS1,P1
P1116,2248845,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,P1
P1116,2248846,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,P1
P1116,2248847,Electrical Fixtures,קופסת תקשורת,SOCKETS1,P1
P1116,2248849,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,P1
P1116,2248850,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,P1
P1116,2248852,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,P1
P1116,2248854,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,P1
P1116,2248860,Electrical Fixtures,קופסת תקשורת,SOCKETS1,P1
P1116,2248861,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,P1
P1116,2248863,Electrical Fixtures,קופסת תקשורת,SOCKETS1,P1
P1116,2248864,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,P1
P1116,2248866,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,P1
P1116,2248868,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,P1
P1116,2248870,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,P1
P1116,2248882,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,P1
P1116,2249059,Electrical Fixtures,Normal x2,Frame_Socket,P1
P1116,3090670,Lighting Fixtures,Exit,EXIT Base_Ceiling_Wall_R18,P1
P1116,4321440,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,P1
P1116,4321459,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,P1
P1116,4321474,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,P1
P1116,4321487,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,P1
P1116,4321506,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,P1
P1116,4321522,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,P1
P1116,4328563,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1116,4328771,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1152,927758,Electrical Equipment,Transformer  2500kVA,Electrical_Transformers_Simens-AG_Geafol_Transformer,P1
P1152,1483075,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1152,1483076,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1152,1483084,Lighting Fixtures,42W 4000K,סי לד 6600,P1
P1072,1520648,Lighting Fixtures,Topaz 1200mm 24h,M_Recessed Direct-Indirect Light - Asymmetrical,P1
P1072,1533569,Lighting Fixtures,Emergency LENS LF3 (CD),Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,P1
P1072,1533612,Lighting Fixtures,Emergency LENS LF3 (CD),Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,P1
P1072,1533620,Lighting Fixtures,Emergency LENS LF3 (CD),Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,P1
P1072,1535759,Lighting Fixtures,Exit,EXIT Base_Ceiling_Wall_R18,P1
P1072,3066226,Lighting Fixtures,Topaz 1200mm 24h,M_Recessed Direct-Indirect Light - Asymmetrical,P1
P1072,3066236,Lighting Fixtures,Topaz 1200mm,M_Recessed Direct-Indirect Light - Asymmetrical,P1
P1072,3066244,Lighting Fixtures,Topaz 1200mm,M_Recessed Direct-Indirect Light - Asymmetrical,P1
P1072,3066252,Lighting Fixtures,Topaz 1200mm 24h,M_Recessed Direct-Indirect Light - Asymmetrical,P1
P1072,3066260,Lighting Fixtures,Topaz 1200mm,M_Recessed Direct-Indirect Light - Asymmetrical,P1
P1072,3066270,Lighting Fixtures,Topaz 1200mm,M_Recessed Direct-Indirect Light - Asymmetrical,P1
P1072,3066278,Lighting Fixtures,Topaz 1200mm 24h,M_Recessed Direct-Indirect Light - Asymmetrical,P1
P1072,3066356,Lighting Fixtures,Topaz 1200mm,M_Recessed Direct-Indirect Light - Asymmetrical,P1
P1072,3066387,Lighting Fixtures,Topaz 1200mm,M_Recessed Direct-Indirect Light - Asymmetrical,P1
P1072,3073283,Lighting Fixtures,Type 1,Lighting_Ceiling-Mounted_Regent_REGENT_Echo_LED_RDL_3000K_D210,P1
P1022,1527334,Lighting Fixtures,Emergency LENS LF3 (CD),Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,P1
P1022,1527370,Lighting Fixtures,Emergency LENS LF3 (CD),Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,P1
P1022,1536288,Lighting Fixtures,Exit,EXIT Base_Ceiling_Wall_R18,P1
P1022,2250087,Electrical Fixtures,Normal x2,Frame_Socket,P1
P1022,3057529,Lighting Fixtures,700 24h,פס לד שקוע,P1
P1022,3058423,Lighting Fixtures,151 24h,פס לד שקוע,P1
P1022,3058433,Lighting Fixtures,151 24h,פס לד שקוע,P1
P1022,3058439,Lighting Fixtures,151 24h,פס לד שקוע,P1
P1022,3058447,Lighting Fixtures,151 24h,פס לד שקוע,P1
P1022,3058455,Lighting Fixtures,151 24h,פס לד שקוע,P1
P1022,3058465,Lighting Fixtures,151 24h,פס לד שקוע,P1
